Notice;Titre;Auteur;Editeur;ISBN;"Date publication";"Categorie prêt";Cote;CB;"Numéro inventaire";Statut;Perdu;Retiré;"Date création";"Dernier prêt";"Nb prêts";"Nb renouvellements";"Prêts période";PPN
401229;"Les fondamentaux de la pathologie cardiovasculaire";"sous l'égide du Collège national des enseignants de cardiologie [et de la Société française de cardiologie]";"Elsevier Masson";978-2-294-72113-7;2014;P;"WG 20 FON";1051895940;V550282;Disponible;"Non perdu";"Non retiré";2019-09-16;;;;;18092690X
287437;"Risque vasculaire cardiaque et cérébral";"J.-C. Gilbert,... M. Safar,...";Masson;"2-294-02128-2 | 978-2-294-02128-2";2006;P;"WG 20 GIL";1051474121;V519636;Disponible;"Non perdu";"Non retiré";2006-07-20;;;;;108911438
287437;"Risque vasculaire cardiaque et cérébral";"J.-C. Gilbert,... M. Safar,...";Masson;"2-294-02128-2 | 978-2-294-02128-2";2006;P;"WG 20 GIL";1051474114;V519637;Disponible;"Non perdu";"Non retiré";2006-07-20;2008-08-21;1;;;108911438
287437;"Risque vasculaire cardiaque et cérébral";"J.-C. Gilbert,... M. Safar,...";Masson;"2-294-02128-2 | 978-2-294-02128-2";2006;P;"WG 20 GIL";1051473711;V519696;Disponible;"Non perdu";"Non retiré";2006-09-18;;;;;108911438
287437;"Risque vasculaire cardiaque et cérébral";"J.-C. Gilbert,... M. Safar,...";Masson;"2-294-02128-2 | 978-2-294-02128-2";2006;P;"WG 20 GIL";1051473797;V519697;Disponible;"Non perdu";"Non retiré";2006-09-18;2007-07-02;1;;;108911438
287437;"Risque vasculaire cardiaque et cérébral";"J.-C. Gilbert,... M. Safar,...";Masson;"2-294-02128-2 | 978-2-294-02128-2";2006;P;"WG 20 GIL";1051473773;V519698;Disponible;"Non perdu";"Non retiré";2006-09-18;2013-01-14;2;;;108911438
287437;"Risque vasculaire cardiaque et cérébral";"J.-C. Gilbert,... M. Safar,...";Masson;"2-294-02128-2 | 978-2-294-02128-2";2006;P;"WG 20 GIL";1051473766;V519699;Disponible;"Non perdu";"Non retiré";2006-09-19;2011-03-01;2;;;108911438
287437;"Risque vasculaire cardiaque et cérébral";"J.-C. Gilbert,... M. Safar,...";Masson;"2-294-02128-2 | 978-2-294-02128-2";2006;E;"WG 20 GIL";1051473780;V519700;Disponible;"Non perdu";"Non retiré";2006-09-19;;;;;108911438
293134;"Facteurs de risque cardiovasculaire";"Robert Haïat,... Gérard Leroy,...";Frison-Roche;978-2-87671-474-8;2007;P;"WG 20 HAI";1051584882;V520646;Disponible;"Non perdu";"Non retiré";2007-02-13;2014-04-01;7;;;112518842
196579;"Pathologie cardio-vasculaire";"François Jan,...";Masson;2-225-83299-4;2000;P;"WG 20 JAN";1050954082;479440;Disponible;"Non perdu";"Non retiré";2002-02-01;2013-01-14;27;;;048301973
196579;"Pathologie cardio-vasculaire";"François Jan,...";Masson;2-225-83299-4;2000;P;"WG 20 JAN";1050954099;479441;Disponible;"Non perdu";"Non retiré";2002-02-01;2014-01-29;27;;;048301973
244613;"Nutrigénétique du risque cardiovasculaire";"Claudine Junien,...";"Tec & Doc | Éditions médicales internationales";2-7430-0615-3;2003;P;"WG 20 JUN";1051212471;V512278;Disponible;"Non perdu";"Non retiré";2003-09-22;;;;;074488295
491835;Cardiologie;"Paul Morris,... David Warriner,... Allison Morton... [et al.]";Maloine;978-2-224-03557-0;2019;P;"WG 20 MOR";1052389431;V549447;Disponible;"Non perdu";"Non retiré";2019-03-04;2020-10-02;1;;1;232850003
313815;"Prevention of cardiovascular disease";"World Health Organization";"World Health Organization";978-92-4-154727-7;2007;P;"WG 20 ORG";1051740011;V522725;Disponible;"Non perdu";"Non retiré";2008-02-15;;;;;125303831
202675;"Guide pratique des facteurs de risque cardio-vasculaire";"Pr Jean Passeron";"MMI Editions";2-901227-48-1;2000;P;"WG 20 PAS";1050963657;480029;Disponible;"Non perdu";"Non retiré";2002-07-03;2014-04-01;9;;;051001209
327971;"Prévention cardiovasculaire à l'usage des praticiens";"sous la direction de Cédric Vuille et François Mach";"Médecine & Hygiène";978-2-88049-249-6;2009;P;"WG 20 PRE";1051826241;V525881;Disponible;"Non perdu";"Non retiré";2009-09-02;2012-02-06;3;;;136681638
303966;"Traité de médecine cardiovasculaire du sujet âgé";"coordonné par Patrick Assayag, Joël Belmin, Jean-Marc Davy... [et al.]";"Flammarion Médecine-Sciences";978-2-2571-1301-6;2007;P;"WG 20 TRA";1051594669;V522082;Disponible;"Non perdu";"Non retiré";2007-12-03;2010-06-30;2;;;119925028
328430;"Urgences cardio-vasculaires";"[5es Journées francophones d'imagerie cardiaque et vasculaire, Lille, 3-5 juin 2009]";Springer;978-2-287-99165-3;2009;P;"WG 20 URG";1051825008;V525763;Disponible;"Non perdu";"Non retiré";2009-06-29;;;;;136914365
207097;"ECG [électrocardiogramme] Holter";"Dr Jan Adamec, Dr Richard Adamec,...";"Médecine et hygiène";2-88049-151-7;2000;P;"WG 21 ADA";1050779111;478189;Disponible;"Non perdu";"Non retiré";2001-02-03;2013-01-11;16;;;052997634
482067;"ECG en urgence";"Frédéric Adnet, Frédéric Lapostolle, Tomislav Petrovic";Arnette;978-2-7184-1411-9;2018;P;"WG 21 ADN";1052369341;V547969;Disponible;"Non perdu";"Non retiré";2018-09-18;2019-10-12;1;1;2;228680638
482067;"ECG en urgence";"Frédéric Adnet, Frédéric Lapostolle, Tomislav Petrovic";Arnette;978-2-7184-1411-9;2018;P;"WG 21 ADN";1052369334;V547968;Disponible;"Non perdu";"Non retiré";2018-09-18;2019-07-10;3;;3;228680638
482067;"ECG en urgence";"Frédéric Adnet, Frédéric Lapostolle, Tomislav Petrovic";Arnette;978-2-7184-1411-9;2018;E;"WG 21 ADN";1052369327;V547967;Disponible;"Non perdu";"Non retiré";2018-09-18;;;;;228680638
482067;"ECG en urgence";"Frédéric Adnet, Frédéric Lapostolle, Tomislav Petrovic";Arnette;978-2-7184-1411-9;2018;P;"WG 21 ADN";1052369365;V547971;Disponible;"Non perdu";"Non retiré";2018-09-18;2019-12-13;5;;5;228680638
482067;"ECG en urgence";"Frédéric Adnet, Frédéric Lapostolle, Tomislav Petrovic";Arnette;978-2-7184-1411-9;2018;P;"WG 21 ADN";1052369358;V547970;Disponible;"Non perdu";"Non retiré";2018-09-18;2019-03-07;2;1;3;228680638
324757;"L'ECG rendu facile";"Barbara Aehlert";Maloine;978-2-224-03155-8;2009;P;"WG 21 AEH";1051823899;V525649;Disponible;"Non perdu";"Non retiré";2009-06-04;2020-10-29;21;;2;133853861
324757;"L'ECG rendu facile";"Barbara Aehlert";Maloine;978-2-224-03155-8;2009;P;"WG 21 AEH";1051823905;V525650;Disponible;"Non perdu";"Non retiré";2009-06-04;2019-01-07;18;;3;133853861
324757;"L'ECG rendu facile";"Barbara Aehlert";Maloine;978-2-224-03155-8;2009;P;"WG 21 AEH";1051831986;V526519;Disponible;"Non perdu";"Non retiré";2009-10-23;2019-06-27;18;;1;133853861
324757;"L'ECG rendu facile";"Barbara Aehlert";Maloine;978-2-224-03155-8;2009;P;"WG 21 AEH";1051757378;V526960;Disponible;"Non perdu";"Non retiré";2009-10-23;2019-02-06;19;1;4;133853861
324757;"L'ECG rendu facile";"Barbara Aehlert";Maloine;978-2-224-03155-8;2009;E;"WG 21 AEH";1051860771;V527317;Disponible;"Non perdu";"Non retiré";2009-10-23;;;;;133853861
324757;"L'ECG rendu facile";"Barbara Aehlert";Maloine;978-2-224-03155-8;2009;P;"WG 21 AEH";1051897142;V552761;Disponible;"Non perdu";"Non retiré";2020-10-28;;;;;133853861
43434;"Lecture progressive de l'ECG";"Jean-Luc Beaumont";"G. Morin";2-89105-497-0;1993;P;"WG 21 BEA";1050431460;472796;Disponible;"Non perdu";"Non retiré";1997-09-17;2018-07-19;52;;1;003342530
43434;"Lecture progressive de l'ECG";"Jean-Luc Beaumont";"G. Morin";2-89105-497-0;1993;P;"WG 21 BEA";1050444279;473752;Disponible;"Non perdu";"Non retiré";1998-01-15;2014-03-11;46;;;003342530
485448;"L'ECG à l'ECN";"P. Bordachar, R. Chauvel, M. Strik... [et al.]";"Stimuprat éditions";978-2-36920-034-5;2018;P;"WG 21 BOR";1051894714;V549117;Disponible;"Non perdu";"Non retiré";2018-12-07;2020-09-07;6;1;7;230990533
485448;"L'ECG à l'ECN";"P. Bordachar, R. Chauvel, M. Strik... [et al.]";"Stimuprat éditions";978-2-36920-034-5;2018;P;"WG 21 BOR";1051894721;V549118;Disponible;"Non perdu";"Non retiré";2018-12-07;2020-03-13;5;1;6;230990533
431290;"Échocardiographie en pratique";"Ariel Cohen, Laurie Soulat-Dufour";"Lavoisier Médecine Sciences";978-2-257-20649-7;2017;P;"WG 21 COH";1052330969;V544312;Disponible;"Non perdu";"Non retiré";2017-02-17;2020-02-20;4;1;5;197884350
270748;"ECG pathologique";"Luc de Roy, Christian Brohet, Marc Renard";Masson;2-294-01316-6;2005;P;"WG 21 DER";1051440133;V521830;Disponible;"Non perdu";"Non retiré";2007-07-25;2018-05-16;25;;1;090118456
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;P;"WG 21 DUB";1051069723;V512088;Disponible;"Non perdu";"Non retiré";2003-09-30;2020-06-18;109;1;4;074024558
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;P;"WG 21 DUB";1051069709;V512090;Disponible;"Non perdu";"Non retiré";2003-09-30;2018-10-01;96;;3;074024558
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;P;"WG 21 DUB";1051212037;V512321;Disponible;"Non perdu";"Non retiré";2003-09-30;2019-10-21;106;4;9;074024558
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;P;"WG 21 DUB";1051211993;V512322;Disponible;"Non perdu";"Non retiré";2003-09-30;2020-02-14;112;3;8;074024558
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;P;"WG 21 DUB";1052379784;V512323;Disponible;"Non perdu";"Non retiré";2003-09-30;2020-02-17;97;2;8;074024558
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;P;"WG 21 DUB";1051212051;V512324;Disponible;"Non perdu";"Non retiré";2003-09-30;2020-03-02;105;1;6;074024558
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;P;"WG 21 DUB";1051212013;V512325;Disponible;"Non perdu";"Non retiré";2003-09-30;2018-11-02;91;;2;074024558
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;E;"WG 21 DUB";1051212006;V512327;Disponible;"Non perdu";"Non retiré";2003-09-30;2007-05-31;3;;;074024558
243532;"Lecture accélérée de l'ECG";"Dale Dubin";Maloine;2-224-02797-4;2003;P;"WG 21 DUB";1630069052;VS492341;Disponible;"Non perdu";"Non retiré";2003-10-24;2020-03-09;19;;6;074024558
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1051587043;V520982;Disponible;Manquant;"Non retiré";2007-04-30;2017-11-04;107;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052074832;V536983;Disponible;"Non perdu";"Non retiré";2014-07-03;2020-10-19;48;3;17;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052074849;V536982;Disponible;Manquant;"Non retiré";2014-07-03;2017-07-19;1;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1051587036;V520983;Disponible;"Non perdu";"Non retiré";2007-04-30;2020-06-03;120;3;15;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1051587012;V520985;Disponible;"Non perdu";"Non retiré";2007-04-30;2020-11-18;130;4;17;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1051586978;V520989;Disponible;"Non perdu";"Non retiré";2007-04-30;2019-10-10;116;3;11;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1051586961;V520990;Disponible;"Non perdu";"Non retiré";2007-04-30;2020-01-29;123;7;16;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052084329;V537846;Disponible;"Non perdu";"Non retiré";2014-11-05;2020-11-18;47;3;19;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052084336;V537829;Disponible;"Non perdu";"Non retiré";2014-11-05;2020-11-17;51;6;20;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;E;"WG 21 DUB";1052088693;V538348;Disponible;Manquant;"Non retiré";2014-12-04;2017-07-19;;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;E;"WG 21 DUB";1052124612;V539298;Disponible;Manquant;"Non retiré";2015-07-21;;;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052124629;V539299;Disponible;"Non perdu";"Non retiré";2015-07-21;2020-10-23;48;4;25;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052124636;V539300;Disponible;"Non perdu";"Non retiré";2015-07-21;2020-02-01;40;9;23;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1051891799;V545658;Disponible;"Non perdu";"Non retiré";2017-07-07;2020-01-22;21;7;22;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052084305;V537848;Disponible;Manquant;"Non retiré";2014-11-05;2017-07-19;28;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052084312;V537847;Disponible;Manquant;"Non retiré";2014-11-05;2017-07-19;3;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052124643;V539301;Disponible;"Non perdu";"Non retiré";2015-07-21;2020-10-21;45;10;28;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052124650;V539302;Disponible;"Non perdu";"Non retiré";2015-07-21;2020-10-21;44;6;24;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052124667;V539303;Disponible;"Non perdu";"Non retiré";2015-07-21;2020-09-07;41;5;20;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052399010;V550045;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-10-21;5;2;7;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052399027;V550034;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-10-21;5;2;7;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052398945;V550035;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-10-21;6;3;9;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052398938;V550038;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-09-25;6;4;10;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;E;"WG 21 DUB";1052399065;V550047;Disponible;"Non perdu";"Non retiré";2019-07-02;;;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052398921;V550039;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-10-28;7;;7;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;E;"WG 21 DUB";1052399058;V550048;Disponible;"Non perdu";"Non retiré";2019-07-02;;;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052398983;V550043;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-11-27;5;4;9;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052398990;V550044;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-10-29;6;3;9;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052399003;V550040;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-09-07;6;6;12;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052398952;V550036;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-10-29;7;1;8;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052399041;V550041;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-09-24;8;2;10;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052398976;V550042;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-03-14;5;3;8;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;E;"WG 21 DUB";1052399034;V550046;Disponible;"Non perdu";"Non retiré";2019-07-02;;;;;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB";1052398969;V550037;Disponible;"Non perdu";"Non retiré";2019-07-02;2020-01-21;4;3;7;114014051
295508;"Lecture accélérée de l'ECG";"Dale Dubin,...";Maloine;978-2-224-02964-7;2007;P;"WG 21 DUB V520988";1051586985;V520988;Disponible;"Non perdu";"Non retiré";2007-04-30;2019-03-09;114;8;20;114014051
239314;"Guide de l'ECG";"Hans-Holger Ebert";Maloine;2-224-02761-3;2003;P;"WG 21 EBE";1051061543;V510965;Disponible;"Non perdu";"Non retiré";2003-04-01;2018-09-20;52;;2;070533555
406435;"Electrocardiogramme simplifié";"Gottwalles Yannick, Kempf Nicolas, Lefort Hugues... [et al.]";"Sauramps médical";978-2-84023-955-0;2015;P;"WG 21 ELE";1052095981;V539011;Disponible;"Non perdu";"Non retiré";2015-04-08;2017-11-14;3;;;183933729
482069;"ECG en pratique courante";"Pierre-Vladimir Ennezat, Sylvestre Maréchaux";Maloine;978-2-224-03515-0;2018;P;"WG 21 ENN";1052369419;V547938;Disponible;"Non perdu";"Non retiré";2018-09-18;;;;;228942640
482069;"ECG en pratique courante";"Pierre-Vladimir Ennezat, Sylvestre Maréchaux";Maloine;978-2-224-03515-0;2018;E;"WG 21 ENN";1052369440;V547935;Disponible;"Non perdu";"Non retiré";2018-09-18;;;;;228942640
482069;"ECG en pratique courante";"Pierre-Vladimir Ennezat, Sylvestre Maréchaux";Maloine;978-2-224-03515-0;2018;P;"WG 21 ENN";1052369433;V547936;Disponible;"Non perdu";"Non retiré";2018-09-18;2018-10-20;1;;1;228942640
482069;"ECG en pratique courante";"Pierre-Vladimir Ennezat, Sylvestre Maréchaux";Maloine;978-2-224-03515-0;2018;P;"WG 21 ENN";1052369402;V547939;Disponible;"Non perdu";"Non retiré";2018-09-18;2020-09-11;2;2;4;228942640
482069;"ECG en pratique courante";"Pierre-Vladimir Ennezat, Sylvestre Maréchaux";Maloine;978-2-224-03515-0;2018;P;"WG 21 ENN";1052369426;V547937;Disponible;"Non perdu";"Non retiré";2018-09-18;2019-01-16;1;;1;228942640
223074;"L'intervalle QT";"Jean Ginestes";Springer;2-287-59706-9;2002;P;"WG 21 GIN";1050961523;479836;Disponible;"Non perdu";"Non retiré";2002-05-21;2012-09-29;8;;;060400986
68698;"Electrocardiographie clinique";"Jean-Jacques Goy, Jürg Schlaepfer";"Médecine & Hygiène";2-88049-105-3;1996;P;"WG 21 GOY";1051212464;V512418;Disponible;"Non perdu";"Non retiré";2003-09-10;2018-09-20;21;;1;005637759
342318;"Guide complet de l'ECG";"O'Keefe, Hammill, Freed... [et al.]";"De Boeck";978-2-8041-6245-0;2010;P;"WG 21 GUI";1051942378;V529632;Disponible;"Non perdu";"Non retiré";2011-02-04;2019-10-03;11;;2;148121349
342318;"Guide complet de l'ECG";"O'Keefe, Hammill, Freed... [et al.]";"De Boeck";978-2-8041-6245-0;2010;P;"WG 21 GUI";1051942385;V529633;Disponible;"Non perdu";"Non retiré";2011-02-07;2018-01-26;16;1;2;148121349
342318;"Guide complet de l'ECG";"O'Keefe, Hammill, Freed... [et al.]";"De Boeck";978-2-8041-6245-0;2010;P;"WG 21 GUI";1051942392;V529634;Disponible;"Non perdu";"Non retiré";2011-02-07;2017-04-13;15;;;148121349
328962;"ECG de poche";Haberl;"De Boeck";978-2-8041-0789-5;2009;P;"WG 21 HAB";1051831405;V526458;Disponible;"Non perdu";"Non retiré";2009-10-06;2019-07-03;30;;1;13727243X
328962;"ECG de poche";Haberl;"De Boeck";978-2-8041-0789-5;2009;P;"WG 21 HAB";1051831399;V526459;Disponible;"Non perdu";"Non retiré";2009-10-06;2018-10-12;37;;1;13727243X
328962;"ECG de poche";Haberl;"De Boeck";978-2-8041-0789-5;2009;P;"WG 21 HAB";1051831382;V526460;Disponible;"Non perdu";"Non retiré";2009-10-06;2019-03-18;29;1;3;13727243X
328962;"ECG de poche";Haberl;"De Boeck";978-2-8041-0789-5;2009;P;"WG 21 HAB";1051831375;V526461;Disponible;"Non perdu";"Non retiré";2009-10-06;2020-03-02;31;;1;13727243X
328962;"ECG de poche";Haberl;"De Boeck";978-2-8041-0789-5;2009;E;"WG 21 HAB";1051831412;V526462;Disponible;"Non perdu";"Non retiré";2009-10-06;;;;;13727243X
188604;"La pratique de l'ECG";"John R. Hampton[...]";"Edisem | Maloine";"2-89130-176-5 | 2-224-02639-0";1999;P;"WG 21 HAM";1051187342;V517185;Disponible;"Non perdu";"Non retiré";2005-07-27;2017-02-14;37;;;046621911
325737;"L'ECG facile";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0094-1;2009;P;"WG 21 HAM";1051823912;V525651;Disponible;"Non perdu";"Non retiré";2009-06-29;2015-09-14;46;;;134573706
338870;"La pratique de l'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0148-1;2010;P;"WG 21 HAM";1051453379;V528807;Disponible;"Non perdu";"Non retiré";2010-09-01;2020-12-02;24;;3;14640050X
338870;"La pratique de l'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0148-1;2010;P;"WG 21 HAM";1051454154;V528972;Disponible;"Non perdu";"Non retiré";2010-09-02;2020-05-27;27;;2;14640050X
338870;"La pratique de l'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0148-1;2010;P;"WG 21 HAM";1051454161;V528973;Disponible;"Non perdu";"Non retiré";2010-09-02;2017-10-05;25;;;14640050X
338870;"La pratique de l'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0148-1;2010;P;"WG 21 HAM";1052124322;V539266;Disponible;"Non perdu";"Non retiré";2015-07-20;2019-12-06;8;2;5;14640050X
338870;"La pratique de l'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0148-1;2010;P;"WG 21 HAM";1052124339;V539265;Disponible;"Non perdu";"Non retiré";2015-07-20;2018-05-29;6;;1;14640050X
338870;"La pratique de l'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0148-1;2010;E;"WG 21 HAM";1052124346;V539264;Disponible;"Non perdu";"Non retiré";2015-07-20;;;;;14640050X
338870;"La pratique de l'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0148-1;2010;P;"WG 21 HAM";1052124353;V539267;Disponible;"Non perdu";"Non retiré";2015-07-20;2017-10-14;6;;;14640050X
338870;"La pratique de l'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0148-1;2010;P;"WG 21 HAM";1051454147;V528971;Disponible;"Non perdu";"Non retiré";2010-09-02;2020-01-23;30;;1;14640050X
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1051453355;V528805;Disponible;"Non perdu";"Non retiré";2010-09-01;2019-11-25;65;1;5;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1051454000;V528957;Disponible;"Non perdu";"Non retiré";2010-09-02;2020-01-23;57;;1;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1051454024;V528959;Disponible;"Non perdu";"Non retiré";2010-09-02;2019-06-27;63;;5;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1052123141;V539274;Disponible;"Non perdu";"Non retiré";2015-07-16;2019-11-22;15;3;9;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;E;"WG 21 HAM";1052123196;V539268;Disponible;"Non perdu";"Non retiré";2015-07-16;;;;;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1052123134;V539273;Disponible;"Non perdu";"Non retiré";2015-07-16;2019-04-17;23;;7;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1052123158;V539272;Disponible;"Non perdu";"Non retiré";2015-07-16;2019-12-06;24;3;7;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1052123165;V539271;Disponible;"Non perdu";"Non retiré";2015-07-16;2020-07-10;23;;4;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1052123172;V539270;Disponible;"Non perdu";"Non retiré";2015-07-16;2019-03-01;17;;3;146406613
338893;"150 problèmes d'ECG";"John R. Hampton,...";Elsevier-Masson;978-2-8101-0149-8;2010;P;"WG 21 HAM";1052123189;V539269;Disponible;"Non perdu";"Non retiré";2015-07-16;2020-03-14;20;1;5;146406613
408283;"L'ECG facile";"John R. Hampton,...";"Elsevier Masson";978-2-294-74481-5;2015;P;"WG 21 HAM";1052123523;V539595;Disponible;"Non perdu";"Non retiré";2015-07-16;2020-01-10;13;3;8;185285317
408283;"L'ECG facile";"John R. Hampton,...";"Elsevier Masson";978-2-294-74481-5;2015;P;"WG 21 HAM";1052123530;V539594;Disponible;"Non perdu";"Non retiré";2015-07-16;2020-03-06;13;1;3;185285317
